名称,级别,所在地区,详情链接,简介,大门票参考,景交费用参考,费用区间参考,开放时间,适宜季节,建议游玩时间,旅游景区级别,详细地址,官方网站,抓取状态,自然保护区等级,森林公园等级,国家风景名胜区,度假区级别,国家级水利风景区,地质公园级别,遗产项目编号,文物保护单位,官网,博物馆等级,地址,湿地级别,中文名,占地面积,主管部门,免票时间,企业官网,开盘时间,所在地址,外文名,成立时间,藏品数量
三百山风景名胜区,5A,赣州市,https://www.maigoo.com/citiao/3594.html,三百山风景名胜区，位于江西省安远县境内东南部。景区总面积197平方公里，由福鳌塘、九曲溪、东风湖、仰天湖、尖峰笔五大景区和东江源温泉旅游度假区、东生围两大独立景点构成。景区内森林覆盖率达98%，重峦叠嶂、古木参天，巨藤倒挂、遮天蔽日；山内沟谷纵横，溪流密布，剑河深涧，水秀瀑雄。,45元,20-80元,100~200元,07:30~17:30,全年,2~3小时,5A,江西省 赣州市 安远县,点击查看,成功,,国家级,2002年,,,,,,,,,,,,,,,,,,,
剑门蜀道剑门关旅游景区,5A,广元市,https://www.maigoo.com/citiao/3708.html,剑门蜀道剑门关旅游景区以剑门关为核心，全长450公里，以雄、险、秀、幽、奇的自然风光闻名天下，而且具有深厚的历史文化底蕴，集蜀道文化、三国文化、战争文化、关隘文化、邮驿文化、红色文化于一体。剑门蜀道因1000年前诗仙李白的“蜀道难，难于上青天”得以名扬天下，数百里古蜀道上，峰峦叠嶂，峭壁摩云，雄奇险峻，壮丽多姿，构成了川陕交通的一大屏障。剑门关旅游景区有剑门关、剑阁道、七十二峰、翠屏峰玻璃景观平台等300余个景点。,105元,索道单程50元往返70元，观光车10-20元，滑索30元,300~400元,07:30~18:30,春秋,2~3小时,5A,四川省 广元市 剑阁县 剑门关镇,点击查看,成功,,,1982年,,,,,,,,,,,,,,,,,,,
腾龙洞风景区,5A,恩施土家族苗族自治州,https://www.maigoo.com/citiao/112688.html,腾龙洞风景区总面积69平方公里，整个洞穴群共有上下五层，目前已探明的洞穴总长度59.8公里，洞穴总面积200多万平方米，洞穴长度52.8公里，大小支洞300多个，属世界特级洞穴之一，是中国最大溶洞，被《中国国家地理》评为“中国最美的六大旅游洞穴”之一。洞内拥有形态各异的钟乳石、石笋等喀斯特地貌，以及地下河流、瀑布等自然奇观，集山、水、洞、林、石、峡于一体，内有“观彩峡”、“白玉石林”、“三龙门”、激光表演秀《腾龙飞天》等景点和项目。,150元,景交车22元，观光车单程10元,100~200元,08:30~17:30,春季,4~5小时,5A,湖北省 恩施土家族苗族自治州 利川市 东城街道,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
上海明珠湖·西沙湿地景区,5A,崇明区,https://www.maigoo.com/citiao/116296.html,上海明珠湖·西沙湿地景区位于上海崇明岛西部，始建于2005年，是一个集崇明岛国家地质公园遗迹展示、水上游乐度假、生态农业旅游观光、竞技休闲体育体验、休闲旅游度假等为一体的综合景区。西沙·明珠湖景区自然风光秀美，是一个能够让游客雅座水上餐厅、俯瞰湖光水色、体验水上乐趣、穿越百花盛景、漫步九曲步道、静观虫鸣鸟语、畅游水上森林、品味四季茶室、沉淀湿地文化、养生健康休闲等为一体的多功能的名胜休闲景区。,免费,观光车30元,100元以下,08:30~16:00,秋季,3-4小时,5A,上海市 崇明区 堡湖路588号,点击查看,成功,,,,,,,,,,,,国家级,,,,,,,,,,
太昊伏羲陵文化旅游区,5A,周口市,https://www.maigoo.com/citiao/117295.html,太昊陵即“三皇之首”太昊伏羲氏的陵庙，传说是“人祖”伏羲氏即太昊定都和长眠的地方，历来被称为天下第一皇朝祖圣地，是中国十八大名陵之一。全庙南北长750米，占地875亩，分外城、内城、紫禁城三道“皇城”。景区内主要景点包括中轴线上的一系列建筑—午朝门、道仪门、先天门、太极门、统天殿、显仁殿、太始门、八卦坛、太昊伏羲陵墓、蓍草园等。,,,,,,,,,,成功,,,,,,,,,,,,,,,,,,,,,,
尧山-中原大佛景区,5A,平顶山市,https://www.maigoo.com/citiao/240149.html,尧山-中原大佛景区包含尧山和中原大佛两个景区，其中中原大佛位于河南省平顶山市鲁山县尧山佛泉寺，是“世界最高的佛教造像”，大佛总高208米，身高108米，莲花座高20米，金刚座高25米，须弥座高55米。而尧山风景名胜区又名石人山，位于河南省平顶山市鲁山县西，尧山山峰奇特，瀑布众多，森林茂密，温泉优良，景区总面积268平方公里，有九曲瀑布、通天门、王母轿、白牛城、青龙背、迎客松、玉皇顶等景点。,尧山65元,景交车35元，索道上100元下80元,100~200元,08:00~18:00,,,5A,河南省 平顶山市 鲁山县,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
大觉山景区,5A,抚州市,https://www.maigoo.com/citiao/3616.html,大觉山景区，占地面积204平方公里，分为东、西两大片区。景区东区以浩瀚如海的30万亩原始森林为中心，汇集了各类植物达1498种，并有近40余种一、二级国家名贵保护动植物，被专家誉为“天然氧吧、动植物基因库”；西区是大自然和原生态的完美结晶，有峡谷漂流、千年古刹、天廊等景点，融自然生态和佛教文化于一体，是自然生态和神奇、神秘、神圣的佛教文化旅游景区。,60元,,100元以下,08:00~16:30,,,5A,江西省 抚州市 资溪县 建设东路14号,点击查看,成功,,,,,国家级,,,,,,,,,,,,,,,,,
西双版纳热带植物园,5A,西双版纳傣族自治州,https://www.maigoo.com/citiao/3748.html,中国科学院西双版纳热带植物园，是中国面积较大、收集物种较丰富、植物专类园区较多的植物园，也是集科学研究、物种保存和科普教育为一体的综合性研究机构和风景名胜区。这里有各类神奇的植物，主要景点包括热带雨林景区、名人名树园、百竹园、国树国花园、滇南热带野生花卉园、野生兰园、奇花异木园、水生植物园、百花园等。西双版纳热带植物园还被国家旅游局、中国科学院推选为“首批中国十大科技旅游基地”。,80元,游览车单区50元，全园100元,100~200元,08:00~18:00（全年开放）,3~5月，9~11月,4~5小时,5A,云南省 西双版纳傣族自治州 勐腊县 勐仑镇葫芦岛,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
重庆涪陵武陵山大裂谷景区,5A,涪陵区,https://www.maigoo.com/citiao/113937.html,武陵山大裂谷景区，位于重庆市涪陵区城东南约40公里的武陵山乡境内，是一处由喀斯特地貌形成的人间奇观。景区面积近9平方公里，区内山峰、台地、沟谷高低错落，层次丰富，海拔从600米到1980米，山势奇峻多姿，极具壮观之美。景区森林覆盖率达92.7%以上，动植物种类超过2000种，负氧离子含量高达每立方厘米3000个以上，被游客誉为“天然氧吧”。,旺季70元，淡季35元,交通票75元，下行索道30元,100~200元,09:00~16:00,全年,全天,5A,重庆市 涪陵区,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
百色起义纪念公园,5A,百色市,https://www.maigoo.com/citiao/60021.html,百色起义纪念公园位于广西壮族自治区百色市右江区城东路112号，为全国爱国主义教育基地、全国一百个“红色旅游经典景区”之一。百色起义纪念公园由百色起义纪念馆、右江民族博物馆、百色起义纪念碑、红军桥、铜鼓楼、南阁亭、两广青年友谊园等革命历史文化资源构成，是中央确定的全国12个红色旅游重点景区之一“两江红旗，百色风雷”景区的核心区，入选教育部全国中小学生研学实践教育基地、营地名单。,,,,09:00~17:00,,2小时,5A,,,成功,,,,,,,,,点击查看,国家二级（文物）,广西 百色市 右江区 城东大道112号,,,,,,,,,,,
庐山西海风景区,5A,九江市,https://www.maigoo.com/citiao/116990.html,庐山西海原名云居山―柘林湖风景名胜区，地跨永修、武宁两县，是一处集国家级风景名胜区、国家水利风景区、国家森林公园、亚洲大土坝水库等为一体的山岳湖泊型特大景区，集生态观光、休闲度假、水上娱乐、避暑疗养于一体，被誉为“天上云居、诗画西海”。庐山西海风景区总规划面积495平方公里，主要由庐山西海巾口景区、庐山西海柘林景区、庐山西海云居山景区组成，有云居山、柘林湖、百花谷、西海水世界等景观以及游玩项目。,85元,船票65元，观光车15元,100~200元,08：30~18：00,,1天,5A,江西省 九江市 永修县 柘林镇,点击查看,成功,,,2005年,,国家级,,,,,,,国家级,,,,,,,,,,
景德镇古窑民俗博览区,5A,景德镇市,https://www.maigoo.com/citiao/3612.html,景德镇古窑民俗博览区，占地83公顷，是集文化博览、陶瓷体验、娱乐休闲为一体的文化旅游景区，是一家以陶瓷文化为主题的国家级旅游景区。古窑民俗博览区的主要景点有历代古窑展示区、陶瓷民俗展示区、水岸前街创意休憩区三大景区。博览区向人们展示了古代瓷业建筑，宋元明清时期景德镇手工制瓷工艺流程展示及传统名瓷精品展。,95元,,100元以下,08:00~17:00,9~11月,3小时,5A,江西省 景德镇市 昌江区 瓷都大道古窑路1号,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
厦门园林植物园,5A,厦门市,https://www.maigoo.com/citiao/111543.html,厦门园林植物园，俗称“万石植物园”，始建于1960年，位于厦门市万石山中，集植物景观、自然景观、人文景观于一体。植物园内包括松杉园、裸子植物区、棕榈岛、蔷薇园、沙生植物区、雨林世界、花卉园、藤本区等特色专类园十多个。园内还汇集了萃集了厦门大小八景的“天界晓钟”、“高读琴洞”、“万石锁云”、“中岩玉笏”、“太平石笑”、“万石涵翠”诸景点，且有百十余处摩岩石刻，新碑林的最高点可俯瞰半个厦门岛。,30元,中巴观光车单程5元全程10元,100元以下,06:30~18:00,全年,3~4小时,5A,福建省 厦门市 思明区 虎园路25号,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
白水洋·鸳鸯溪景区,5A,宁德市,https://www.maigoo.com/citiao/3405.html,宁德白水洋鸳鸯溪景区分为白水洋、宜洋、刘公岩、太堡楼、鸳鸯湖五大景区，融溪、峰、岩、瀑、洞、湖等山水景观为一体。每年秋分至次年清明，数以千计的鸳鸯从北方飞回此地过冬，数百只中华猕猴常年栖息于溪畔林间。鸳鸯溪以目前世界唯一的鸳鸯、猕猴自然保护区等为特色驰名中外，鸳鸯溪蜿蜒曲折，两岸群峰绵延，沟壑纵横，有“爱侣圣地”、“鸳鸯故乡”等美誉；被誉为“奇特景观”“天下绝景，宇宙之谜”的白水洋景区是世界一处的“浅水广场”，在中下洋之间有一条近百米长的天然滑道，被称为“天然冲浪游泳池”。,联票150元,白水洋电瓶车单程15元,100~200元,08:00~17:00,四季,2天,5A,福建省 宁德市 屏南县,点击查看,成功,,,1994年,,,国家级(2005年第四批)正名,,,,,,,,,,,,,,,,
青岛奥帆海洋文化旅游区,5A,青岛市,https://www.maigoo.com/citiao/1224929.html,青岛奥帆海洋文化旅游区是由青岛奥帆中心景区和青岛海底世界景区通过海陆双航线联动衔接，将两个景区进行创新性整合，推出海洋体育运动、海洋科普研学、滨海休闲娱乐等全方位的主题产品，是集帆船运动、海滨休闲、文化体验、海洋研学、会展旅游为一体的国际海洋文化旅游目的地。其中奥帆中心是2008年北京奥运会、残奥会帆船比赛场地，拥有帆船类奥运文化遗产，海底世界拥有上万件珍稀海洋生物标本，多种国家一二级保护动物，数万尾来自世界各地的珍稀海洋生物，以及风格浓郁独特的建筑景观。,,,,,,,5A,山东省 青岛市 市南区,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
三国赤壁古战场,5A,咸宁市,https://www.maigoo.com/citiao/112683.html,三国赤壁古战场位于长江中游南岸，北依武汉，南临岳阳，是中国古代“以少胜多、以弱胜强”的七大战役中，唯一尚存原貌的古战场遗址，是华中地区大型的三国文化体验基地，集观光揽胜、研学旅行、历史考古、科普教育为一体。景区占地3.5平方公里，景区全程路线长为5公里，主要景点包括赤壁山、南屏山、金銮山、拜风台、凤雏庵、翼江亭、赤壁摩崖石刻、武财神庙、周瑜塑像、凤雏庵、翼江亭、赤壁大战陈列馆、赤壁碑廊等。,135元,电瓶车20元,100~200元,06:30~19:00,四季,1天,5A,湖北省 咸宁市 赤壁市 赤壁镇武侯巷6号,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
北京(通州)大运河文化旅游景区,5A,通州区,https://www.maigoo.com/citiao/950784.html,北京（通州）大运河文化旅游景区是集休闲、度假、体验、购物于一体的综合景区，景区内以“三庙一塔”、运河公园、大运河森林公园三大核心景点，连通了西海子公园葫芦湖景点片区、燃灯塔和周边古建筑群、运河公园、大运河森林公园四大区域，重现往昔帆樯林立、舳舻蔽日的运河盛景，是大运河文化带上的一颗璀璨明珠。,免费,,100元以下,,,,5A,北京市 通州区 通州新城北运河两侧,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
水洞沟,5A,银川市,https://www.maigoo.com/citiao/3639.html,水洞沟是中国最早发掘的旧石器时代文化遗址，被誉为“中国史前考古的发祥地”、“中西方文化交流的历史见证”。水洞沟遗址记录了远古人类繁衍生息同大自然搏斗的历史见证，向人们展示了距今四万年前古人类的生存画卷。水洞沟有着大自然造就的雅丹地貌，经历了千万年的风沙雕蚀，还集中了魔鬼城、卧驼岭、摩天崖、断云谷、柽柳沟等二十多处土林奇绝景观。,60元,10-80元,200~300元,暂停开放,四季,3小时,5A,宁夏 银川市 灵武市 临河镇鄂托克前旗,点击查看,成功,,,,,,,,国家第三批(旧石器时代),,,,,,,,,,,,,,
光雾山,5A,巴中市,https://www.maigoo.com/citiao/3693.html,光雾山被誉为中国红叶第一山，以奇特的喀斯特峰丛地貌、古朴的原生态植被、迷人的瀑潭秀水和峡谷风光为景观特色，集秀峰怪石、峭壁幽谷、溪流瀑潭、原始山林为一体，可集中概括为“峰奇”、“石怪”、“谷幽”、“水秀”、“山绿”五绝。光雾山风景名胜区有桃园（原光雾山旅游景区）、大坝、十八潭、神门、小巫峡五大景区，主要景观360多处。光雾山红叶观赏时间从10月中旬至12月中旬，每年10-11月还会举办一年一度的“光雾山红叶节”。,光雾山80元，米仓山90元，十八月潭55元,,200~300元,8:00~22:00,春夏秋季,,5A,四川省 巴中市 南江县 光雾山镇,,成功,,,2004年,,,,,,,,,,,,,,,,,,,
